Category,Message,TokenizedMessage,ProcessedMessage
"ham","Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",""Hey.","What","happened?","U","switch","off","ur","cell","d","whole","day.","This","isnt","good.","Now","if","u","do","care,","give","me","a","call","tomorrow."","Hey. What happened? U switch ur cell whol day. Thi isnt good. Now u care, giv call tomorrow."
"ham","K will do, addie &amp; I are doing some art so I'll be here when you get home",""K","will","do,","addie","&amp;","I","are","doing","some","art","so","I'll","be","here","when","you","get","home"","K do, addi &amp; I art I'll get hom"
"ham","My uncles in Atlanta. Wish you guys a great semester.","My,uncles,in,Atlanta.,Wish,you,guys,a,great,semester.","My cl Atlanta. Wish guy great semester."
"ham","Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",""Aiyo...","Her","lesson","so","early...","I'm","still","sleepin,","haha...","Okie,","u","go","home","liao","den","confirm","w","me","lor..."","Aiyo... H lesson early... I'm still sleepin, haha... Okie, u go hom liao den confirm w lor..."
"ham","Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..","Forgot,to,tell,ü,smth..,Can,ü,like,number,the,sections,so,that,it's,clearer..","Forgot tell ü smth.. Can ü lik numb sec clearer.."
"ham","Yup. Anything lor, if u dun wan it's ok...",""Yup.","Anything","lor,","if","u","dun","wan","it's","ok..."","Yup. Anyth lor, u dun wan ok..."
"ham","I'm home, my love ... If your still awake ... *loving kiss*",""I'm","home,","my","love","...","If","your","still","awake","...","*loving","kiss*"","I'm home, lov ... If still awak ... *lov kiss*"
"ham","HELLO PEACH! MY CAKE TASTS LUSH!","HELLO,PEACH!,MY,CAKE,TASTS,LUSH!","HELLO PEACH! MY CAKE TASTS LUSH!"
"spam","FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",""FREE","GAME.","Get","Rayman","Golf","4","FREE","from","the","O2","Games","Arcade.","1st","get","UR","games","settings.","Reply","POST,","then","save","&","activ8.","Press","0","key","for","Arcade.","Termsapply"","FREE GAME. Get Rayman Golf 4 FREE O2 Gam Arcade. 1st get UR gam settings. Rep POST, sav & activ8. Pr 0 key Arcade. Termsapp"
"ham","There'll be a minor shindig at my place later tonight, you interested?",""There'll","be","a","minor","shindig","at","my","place","later","tonight,","you","interested?"","There'll minor shindig plac lat tonight, ested?"
"ham","Jason says it's cool if we pick some up from his place in like an hour","Jason,says,it's,cool,if,we,pick,some,up,from,his,place,in,like,an,hour","Jason say cool pick plac lik hour"
"spam","Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",""Had","your","mobile","10","mths?","Update","to","the","latest","Camera/Video","phones","for","FREE.","KEEP","UR","SAME","NUMBER,","Get","extra","free","mins/texts.","Text","YES","for","a","call"","Had mobil 10 mths? Updat lat Camera/Video phon FREE. KEEP UR SAME NUMBER, Get extra fr mins/texts. Text YES call"
"ham","I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;","I,(Career,Tel),have,added,u,as,a,contact,on,INDYAROCKS.COM,to,send,FREE,SMS.,To,remove,from,phonebook,-,sms,NO,to,&lt;#&gt;","I (Car Tel) add u contact INDYAROCKS.COM send FREE SMS. To mov phonebook - sm NO &lt;#&gt;"
"ham","I've reached already.","I've,reached,already.","I'v ach already."
"ham","I dont know ask to my brother. Nothing problem some thing that. Just i told .","I,dont,know,ask,to,my,brother.,Nothing,problem,some,thing,that.,Just,i,told,.","I dont know ask brother. Noth problem th that. Just told ."
"ham","K:)eng rocking in ashes:)","K:)eng,rocking,in,ashes:)","K:)eng rock ashes:)"
"ham","Wat time r ü going to xin's hostel?","Wat,time,r,ü,going,to,xin's,hostel?","Wat tim r ü go xin' hostel?"
"ham","Good Morning my Dear Shijutta........... Have a great &amp; successful day.","Good,Morning,my,Dear,Shijutta...........,Have,a,great,&amp;,successful,day.","Good Morn Dear Shijutta........... Hav great &amp; succ day."
"spam","Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase","Buy,Space,Invaders,4,a,chance,2,win,orig,Arcade,Game,console.,Press,0,for,Games,Arcade,(std,WAP,charge),See,o2.co.uk/games,4,Terms,+,settings.,No,purchase","Buy Spac Invad 4 chanc 2 win orig Arcad Gam console. Pr 0 Gam Arcad (std WAP charge) S o2.co.uk/gam 4 Term + settings. No purcha"
"ham","Oh k:)after that placement there ah?","Oh,k:)after,that,placement,there,ah?","Oh k:)aft plac ah?"
"ham","Not for possession, especially not first offense",""Not","for","possession,","especially","not","first","offense"","Not possession, especi first offen"
"ham","Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",""Nt","only","for","driving","even","for","many","reasons","she","is","called","BBD..thts","it","chikku,","then","hw","abt","dvg","cold..heard","tht","vinobanagar","violence","hw","is","the","condition..and","hw","ru","?","Any","problem?"","Nt driv even many ason call BBD..tht chikku, hw abt dvg cold..heard tht vinobanagar violenc hw condition..and hw ru ? Any problem?"
"ham","I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?","I,bought,the,test,yesterday.,Its,something,that,lets,you,know,the,exact,day,u,ovulate.when,will,get,2u,in,about,2,to,3wks.,But,pls,pls,dont,fret.,I,know,u,r,worried.,Pls,relax.,Also,is,there,anything,in,ur,past,history,u,need,to,tell,me?","I bought t yesterday. It someth let know exact day u ovulate.when get 2u 2 3wks. But pl pl dont fret. I know u r worried. Pl lax. Also anyth ur past history u n tell me?"
"ham","We have pizza if u want","We,have,pizza,if,u,want","W pizza u want"
"ham","I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""",""I","keep","seeing","weird","shit","and","bein","all","""woah""","then","realising","it's","actually","reasonable","and","I'm","all","""oh"""","I keep weird shit bein ""woah"" ali actu ason I'm ""oh"""
"ham","Many more happy returns of the day. I wish you happy birthday.","Many,more,happy,returns,of,the,day.,I,wish,you,happy,birthday.","Many happy turn day. I wish happy rthday."
"ham","Ya very nice. . .be ready on thursday","Ya,very,nice.,.,.be,ready,on,thursday","Ya nice. . .b ady thursday"
"ham","I am in hospital da. . I will return home in evening","I,am,in,hospital,da.,.,I,will,return,home,in,evening","I hospit da. . I turn hom even"
"ham","Thinking of u ;) x","Thinking,of,u,;),x","Think u ;) x"
"spam","Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.","Camera,-,You,are,awarded,a,SiPix,Digital,Camera!,call,09061221066,fromm,landline.,Delivery,within,28,days.","Camera - You award SiPix Digit Camera! call 09061221066 fromm landline. Delivery within 28 days."
"ham","Orh i tot u say she now still dun believe.","Orh,i,tot,u,say,she,now,still,dun,believe.","Orh tot u say still dun believe."
"ham","When you just put in the + sign, choose my number and the pin will show. Right?",""When","you","just","put","in","the","+","sign,","choose","my","number","and","the","pin","will","show.","Right?"","When put + sign, choo numb pin show. Right?"
"ham","The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8","The,beauty,of,life,is,in,next,second..,which,hides,thousands,of,secrets.,I,wish,every,second,will,be,wonderful,in,ur,life...!!,gud,n8","Th beauty lif next second.. hid thousand secrets. I wish every second wond ur life...!! gud n8"
"ham","Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx","Thanx,u,darlin!im,cool,thanx.,A,few,bday,drinks,2,nite.,2morrow,off!,Take,care,c,u,soon.xxx","Thanx u darlin!im cool thanx. A bday drink 2 nite. 2morrow off! Tak car c u soon.xxx"
"ham","If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",""If","you're","still","up,","maybe","leave","the","credit","card","so","I","can","get","gas","when","I","get","back","like","he","told","me","to"","If still up, mayb leav credit card I get ga I get back lik told"
"spam","Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n","Your,weekly,Cool-Mob,tones,are,ready,to,download,!This,weeks,new,Tones,include:,1),Crazy,Frog-AXEL,F>>>,2),Akon-Lonely>>>,3),Black,Eyed-Dont,P,>>>More,info,in,n","Your week Cool-Mob ton ady download !Thi week new Ton include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>Mor info n"
"ham","Well boy am I glad G wasted all night at applebees for nothing","Well,boy,am,I,glad,G,wasted,all,night,at,applebees,for,nothing","Well boy I glad G wast night appleb noth"
"spam","Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..","Cashbin.co.uk,(Get,lots,of,cash,this,weekend!),www.cashbin.co.uk,Dear,Welcome,to,the,weekend,We,have,got,our,biggest,and,best,EVER,cash,give,away!!,These..","Cashbin.co.uk (Get lot cash weekend!) www.cashbin.co.uk Dear Welcom weekend W got gg b EVER cash giv away!! These.."
"ham","Ok lor... Or u wan me go look 4 u?","Ok,lor...,Or,u,wan,me,go,look,4,u?","Ok lor... Or u wan go look 4 u?"
"ham","U wan 2 haf lunch i'm in da canteen now.","U,wan,2,haf,lunch,i'm,in,da,canteen,now.","U wan 2 haf lunch i'm da canteen now."
"ham","Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..","Don't,make,life,too,stressfull..,Always,find,time,to,Laugh..,It,may,not,add,years,to,your,Life!,But,surely,adds,more,life,to,ur,years!!,Gud,ni8..swt,dreams..","Don't mak lif stressfull.. Alway find tim Laugh.. It may add year Life! But sur add lif ur years!! Gud ni8..swt dreams.."
"ham","hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",""hey,","looks","like","I","was","wrong","and","one","of","the","kappa","guys","numbers","is","still","on","my","phone,","if","you","want","I","can","text","him","and","see","if","he's","around"","hey, look lik I wrong on kappa guy numb still phone, want I text he' around"
"spam","URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm","URGENT!,Your,Mobile,number,has,been,awarded,with,a,£2000,prize,GUARANTEED.,Call,09061790121,from,land,line.,Claim,3030.,Valid,12hrs,only,150ppm","URGENT! Your Mobil numb award £2000 pr GUARANTEED. Call 09061790121 land line. Claim 3030. Valid 12hr 150ppm"
"spam","Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082","Thanks,4,your,continued,support,Your,question,this,week,will,enter,u,in2,our,draw,4,£100,cash.,Name,the,NEW,US,President?,txt,ans,to,80082","Thank 4 continu support Your qu week ent u in2 draw 4 £100 cash. Nam NEW US President? txt an 80082"
"ham","I'm home. Doc gave me pain meds says everything is fine.","I'm,home.,Doc,gave,me,pain,meds,says,everything,is,fine.","I'm home. Doc gav pain m say everyth fine."
"ham","It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900)","It's,é,only,$140,ard...É,rest,all,ard,$180,at,least...Which,is,é,price,4,é,2,bedrm,($900)","It' é $140 ard...É st ard $180 least...Which é pric 4 é 2 bedrm ($900)"
"ham","Me too! Have a lovely night xxx","Me,too!,Have,a,lovely,night,xxx","M too! Hav lov night xxx"
"ham","Prepare to be pleasured :)","Prepare,to,be,pleasured,:)","Prepar pleasur :)"
"ham","Hi.:)technical support.providing assistance to us customer through call and email:)","Hi.:)technical,support.providing,assistance,to,us,customer,through,call,and,email:)","Hi.:)technic support.provid assistanc u custom call email:)"
"ham","if you text on your way to cup stop that should work. And that should be BUS","if,you,text,on,your,way,to,cup,stop,that,should,work.,And,that,should,be,BUS","text way cup stop work. And BUS"
"ham","Whens your radio show?","Whens,your,radio,show?","When radio show?"
"spam","Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412","Your,unique,user,ID,is,1172.,For,removal,send,STOP,to,87239,customer,services,08708034412","Your iqu u ID 1172. For mov send STOP 87239 custom servic 08708034412"
"ham","I'm not sure if its still available though","I'm,not,sure,if,its,still,available,though","I'm sur still avail though"
"ham","watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..","watever,reLation,u,built,up,in,dis,world,only,thing,which,remains,atlast,iz,lonlines,with,lotz,n,lot,memories!,feeling..","watev La u built world th main atlast iz lonlin lotz n lot memories! feeling.."
"ham","CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx","CHEERS,LOU!,YEAH,WAS,A,GOODNITE,SHAME,U,NEVA,CAME!,C,YA,GAILxx","CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx"
"ham","Hi..i got the money da:)","Hi..i,got,the,money,da:)","Hi..i got money da:)"
"ham","Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",""Hi,","Mobile","no.","&lt;#&gt;","has","added","you","in","their","contact","list","on","www.fullonsms.com","It","s","a","great","place","to","send","free","sms","to","people","For","more","visit","fullonsms.com"","Hi, Mobil no. &lt;#&gt; add contact list www.fullonsms.com It great plac send fr sm peopl For visit fullonsms.com"
"ham","Ok then u tell me wat time u coming later lor.","Ok,then,u,tell,me,wat,time,u,coming,later,lor.","Ok u tell wat tim u com lat lor."
"ham","U repeat e instructions again. Wat's e road name of ur house?","U,repeat,e,instructions,again.,Wat's,e,road,name,of,ur,house?","U peat instruc again. Wat' road nam ur house?"
"ham","So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",""So","many","people","seems","to","be","special","at","first","sight,","But","only","very","few","will","remain","special","to","you","till","your","last","sight..","Maintain","them","till","life","ends..","Sh!jas"","So many peopl seem speci first sight, But main speci till last sight.. Maintain till lif ends.. Sh!ja"
"ham","Quite lor. But dun tell him wait he get complacent...","Quite,lor.,But,dun,tell,him,wait,he,get,complacent...","Quit lor. But dun tell wait get complacent..."
